P3, tp=0, ts=0, x0=373321178
P1, tp=0, ts=0, x0=663396134
P3, tp=0, ts=0, x0=367736408
P2, tp=0, ts=0, x0=901589232
P2, tp=0, ts=0, x0=192577637
P1, tp=0, ts=0, x0=355617325
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=782304503
P1, tp=0, ts=0, x0=489398226
P2, tp=0, ts=0, x0=373321178
P2, tp=0, ts=0, x0=5126561
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=18709334
P2, tp=0, ts=0, x0=939523143
P3, tp=0, ts=0, x0=16373219
P0, tp=0, ts=0
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=80448358
P2, tp=0, ts=0, x0=393602475
P1, tp=0, ts=0, x0=80448358
P2, tp=0, ts=0, x0=18709334
P1, tp=0, ts=0, x0=606113143
P3, tp=0, ts=0, x0=409209870
P3, tp=0, ts=0, x0=544727831
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=740913021
P3, tp=0, ts=0, x0=105778896
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=328515787
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=49015668
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=706859224
P1, tp=0, ts=0, x0=398021058
P3, tp=0, ts=0, x0=118069191
P3, tp=0, ts=0, x0=23766626
P3, tp=0, ts=0, x0=939523143
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=355617325
P2, tp=0, ts=0, x0=49015668
P3, tp=0, ts=0, x0=741139708
P2, tp=0, ts=0, x0=860587157
P1, tp=0, ts=0, x0=901589232
P2, tp=0, ts=0, x0=192577637
P2, tp=0, ts=0, x0=663396134
P3, tp=0, ts=0, x0=263078228
P3, tp=0, ts=0, x0=485979946
P2, tp=0, ts=0, x0=706859224
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=740913021
P0, tp=0, ts=0
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=94044547
P3, tp=0, ts=0, x0=49015668
P2, tp=0, ts=0, x0=132139073
P1, tp=0, ts=0, x0=536210395
P2, tp=0, ts=0, x0=73269769
P1, tp=0, ts=0, x0=5126561
P1, tp=0, ts=0, x0=741139708
P2, tp=0, ts=0, x0=710125852
P1, tp=0, ts=0, x0=663396134
P0, tp=0, ts=0
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=556360567
P3, tp=0, ts=0, x0=606113143
P2, tp=0, ts=0, x0=422369802
P3, tp=0, ts=0, x0=68305482
P2, tp=0, ts=0, x0=686995935
P3, tp=0, ts=0, x0=489398226
P2, tp=0, ts=0, x0=263399110
P1, tp=0, ts=0, x0=465808655
P2, tp=0, ts=0, x0=398021058
P3, tp=0, ts=0, x0=328515787
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=24488068
P0, tp=0, ts=0
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=94044547
P2, tp=0, ts=0, x0=105778896
P2, tp=0, ts=0, x0=901589232
P1, tp=0, ts=0, x0=717965844
P1, tp=0, ts=0, x0=192577637
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=710125852
P0, tp=0, ts=0
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=901589232
P2, tp=0, ts=0, x0=901589232
P2, tp=0, ts=0, x0=811960572
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=544727831
P2, tp=0, ts=0, x0=24488068
P1, tp=0, ts=0, x0=717965844
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=880892020
P1, tp=0, ts=0, x0=939523143
P3, tp=0, ts=0, x0=24488068
P2, tp=0, ts=0, x0=724120811
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=263399110
P3, tp=0, ts=0, x0=23766626
P2, tp=0, ts=0, x0=926246428
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=485979946
P2, tp=0, ts=0, x0=606113143
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=710125852
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=132139073
P2, tp=0, ts=0, x0=94044547
P1, tp=0, ts=0, x0=422369802
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=943366250
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=544727831
P1, tp=0, ts=0, x0=24488068
P0, tp=0, ts=0
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=543446181
P1, tp=0, ts=0, x0=544727831
P1, tp=0, ts=0, x0=217648410
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=263078228
P1, tp=0, ts=0, x0=813891785
P1, tp=0, ts=0, x0=373321178
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=220272179
P1, tp=0, ts=0, x0=710125852
P1, tp=0, ts=0, x0=73269769
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=663396134
P1, tp=0, ts=0, x0=724120811
P3, tp=0, ts=0, x0=642553759
P2, tp=0, ts=0, x0=351151922
P1, tp=0, ts=0, x0=136297361
P1, tp=0, ts=0, x0=18709334
P3, tp=0, ts=0, x0=642553759
P3, tp=0, ts=0, x0=740913021
P3, tp=0, ts=0, x0=642553759
P1, tp=0, ts=0, x0=217648410
P3, tp=0, ts=0, x0=571572986
P2, tp=0, ts=0, x0=49015668
P1, tp=0, ts=0, x0=37375084
P1, tp=0, ts=0, x0=55280525
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=508738113
P1, tp=0, ts=0, x0=16373219
P0, tp=0, ts=0
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=118069191
P2, tp=0, ts=0, x0=55280525
P2, tp=0, ts=0, x0=571572986
P1, tp=0, ts=0, x0=192577637
P3, tp=0, ts=0, x0=217648410
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=73269769
P2, tp=0, ts=0, x0=393602475
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=606967315
P2, tp=0, ts=0, x0=706859224
P2, tp=0, ts=0, x0=834725508
P1, tp=0, ts=0, x0=556360567
P1, tp=0, ts=0, x0=132139073
P2, tp=0, ts=0, x0=569130374
P2, tp=0, ts=0, x0=740913021
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=24488068
P3, tp=0, ts=0, x0=939523143
P0, tp=0, ts=0
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=485979946
P3, tp=0, ts=0, x0=369718046
P1, tp=0, ts=0, x0=393602475
P1, tp=0, ts=0, x0=642553759
P3, tp=0, ts=0, x0=16373219
P3, tp=0, ts=0, x0=860587157
P2, tp=0, ts=0, x0=18709334
P1, tp=0, ts=0, x0=901589232
P3, tp=0, ts=0, x0=192577637
P3, tp=0, ts=0, x0=465808655
P1, tp=0, ts=0, x0=544727831
P3, tp=0, ts=0, x0=369718046
P2, tp=0, ts=0, x0=606113143
P1, tp=0, ts=0, x0=94044547
P2, tp=0, ts=0, x0=666082975
P1, tp=0, ts=0, x0=308103836
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=73269769
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=308103836
P2, tp=0, ts=0, x0=80448358
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=706859224
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=421439650
P2, tp=0, ts=0, x0=543446181
P2, tp=0, ts=0, x0=132139073
P3, tp=0, ts=0, x0=5126561
P3, tp=0, ts=0, x0=355617325
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=55280525
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=37375084
P2, tp=0, ts=0, x0=421439650
P3, tp=0, ts=0, x0=373321178
P1, tp=0, ts=0, x0=256810040
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=373321178
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=926246428
P1, tp=0, ts=0, x0=939523143
P1, tp=0, ts=0, x0=606113143
P2, tp=0, ts=0, x0=80448358
P1, tp=0, ts=0, x0=513194670
P3, tp=0, ts=0, x0=18709334
P2, tp=0, ts=0, x0=569130374
P0, tp=0, ts=0
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=844775061
P3, tp=0, ts=0, x0=666082975
P1, tp=0, ts=0, x0=16373219
P1, tp=0, ts=0, x0=367736408
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=813891785
P1, tp=0, ts=0, x0=844775061
P1, tp=0, ts=0, x0=136297361
P3, tp=0, ts=0, x0=367736408
P2, tp=0, ts=0, x0=136297361
P3, tp=0, ts=0, x0=24488068
P3, tp=0, ts=0, x0=18709334
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=645489020
P1, tp=0, ts=0, x0=741139708
P3, tp=0, ts=0, x0=806973169
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=513194670
P0, tp=0, ts=0
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=880892020
P2, tp=0, ts=0, x0=724120811
P1, tp=0, ts=0, x0=717056864
P1, tp=0, ts=0, x0=710125852
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=686995935
P1, tp=0, ts=0, x0=606113143
P2, tp=0, ts=0, x0=950610789
P3, tp=0, ts=0, x0=943366250
P2, tp=0, ts=0, x0=860587157
P1, tp=0, ts=0, x0=94044547
P1, tp=0, ts=0, x0=571572986
P2, tp=0, ts=0, x0=806973169
P2, tp=0, ts=0, x0=192577637
P1, tp=0, ts=0, x0=223005727
P2, tp=0, ts=0, x0=834725508
P2, tp=0, ts=0, x0=16373219
P1, tp=0, ts=0, x0=433487082
P2, tp=0, ts=0, x0=659523069
P2, tp=0, ts=0, x0=263078228
P2, tp=0, ts=0, x0=950610789
P2, tp=0, ts=0, x0=943366250
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=659523069
P2, tp=0, ts=0, x0=811960572
P1, tp=0, ts=0, x0=24488068
P3, tp=0, ts=0, x0=943366250
P3, tp=0, ts=0, x0=569872521
P1, tp=0, ts=0, x0=569130374
P3, tp=0, ts=0, x0=569130374
P2, tp=0, ts=0, x0=540598866
P2, tp=0, ts=0, x0=393602475
P1, tp=0, ts=0, x0=136297361
P2, tp=0, ts=0, x0=901589232
P2, tp=0, ts=0, x0=217648410
P2, tp=0, ts=0, x0=880892020
P0, tp=0, ts=0
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=606113143
P2, tp=0, ts=0, x0=136297361
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=49015668
P1, tp=0, ts=0, x0=223005727
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=369718046
P2, tp=0, ts=0, x0=373321178
P2, tp=0, ts=0, x0=710125852
P1, tp=0, ts=0, x0=706859224
P3, tp=0, ts=0, x0=28396956
P1, tp=0, ts=0, x0=717056864
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=659523069
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=513194670
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=398021058
P2, tp=0, ts=0, x0=834725508
P2, tp=0, ts=0, x0=591410465
P3, tp=0, ts=0, x0=192577637
P2, tp=0, ts=0, x0=220272179
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=328515787
P3, tp=0, ts=0, x0=706859224
P3, tp=0, ts=0, x0=759454589
P2, tp=0, ts=0, x0=540598866
P1, tp=0, ts=0, x0=536210395
P2, tp=0, ts=0, x0=606967315
P3, tp=0, ts=0, x0=263078228
P3, tp=0, ts=0, x0=939523143
P2, tp=0, ts=0, x0=659523069
P1, tp=0, ts=0, x0=132139073
P2, tp=0, ts=0, x0=536210395
P3, tp=0, ts=0, x0=308103836
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=508738113
P2, tp=0, ts=0, x0=540598866
P2, tp=0, ts=0, x0=171063712
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=741139708
P1, tp=0, ts=0, x0=192577637
P3, tp=0, ts=0, x0=80448358
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=369718046
P3, tp=0, ts=0, x0=628471038
P3, tp=0, ts=0, x0=843943083
P0, tp=0, ts=0
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=302645796
P3, tp=0, ts=0, x0=136297361
P3, tp=0, ts=0, x0=464930593
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=663396134
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=464930593
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=1094701
P3, tp=0, ts=0, x0=49015668
P3, tp=0, ts=0, x0=367736408
P1, tp=0, ts=0, x0=591410465
P1, tp=0, ts=0, x0=223005727
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=393602475
P2, tp=0, ts=0, x0=957676939
P1, tp=0, ts=0, x0=367736408
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=556360567
P3, tp=0, ts=0, x0=228331474
P1, tp=0, ts=0, x0=875535302
P2, tp=0, ts=0, x0=943366250
P1, tp=0, ts=0, x0=536210395
P2, tp=0, ts=0, x0=541053556
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=240735579
P3, tp=0, ts=0, x0=422369802
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=37375084
P2, tp=0, ts=0, x0=179248493
P3, tp=0, ts=0, x0=18709334
P1, tp=0, ts=0, x0=489398226
P3, tp=0, ts=0, x0=950610789
P1, tp=0, ts=0, x0=367736408
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=706859224
P2, tp=0, ts=0, x0=926246428
P2, tp=0, ts=0, x0=220272179
P2, tp=0, ts=0, x0=256810040
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=601229884
P2, tp=0, ts=0, x0=268024042
P3, tp=0, ts=0, x0=536210395
P3, tp=0, ts=0, x0=556360567
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=355617325
P3, tp=0, ts=0, x0=666082975
P0, tp=0, ts=0
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=105778896
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=23766626
P3, tp=0, ts=0, x0=591410465
P0, tp=0, ts=0
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=373321178
P1, tp=0, ts=0, x0=957676939
P3, tp=0, ts=0, x0=536210395
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=268024042
P1, tp=0, ts=0, x0=543446181
P3, tp=0, ts=0, x0=24488068
P1, tp=0, ts=0, x0=485979946
P2, tp=0, ts=0, x0=591410465
P1, tp=0, ts=0, x0=421439650
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=240735579
P2, tp=0, ts=0, x0=24488068
P3, tp=0, ts=0, x0=421439650
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=472805505
P3, tp=0, ts=0, x0=717056864
P3, tp=0, ts=0, x0=741139708
P3, tp=0, ts=0, x0=664706562
P2, tp=0, ts=0, x0=94044547
P2, tp=0, ts=0, x0=489398226
P1, tp=0, ts=0, x0=55280525
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=241400894
P3, tp=0, ts=0, x0=926246428
P3, tp=0, ts=0, x0=717056864
P3, tp=0, ts=0, x0=489398226
P1, tp=0, ts=0, x0=240735579
P3, tp=0, ts=0, x0=663396134
P3, tp=0, ts=0, x0=421439650
P3, tp=0, ts=0, x0=901589232
P3, tp=0, ts=0, x0=706859224
P3, tp=0, ts=0, x0=136297361
P1, tp=0, ts=0, x0=464930593
P1, tp=0, ts=0, x0=118069191
P1, tp=0, ts=0, x0=80448358
P1, tp=0, ts=0, x0=759454589
P2, tp=0, ts=0, x0=860587157
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=5126561
P2, tp=0, ts=0, x0=957676939
P1, tp=0, ts=0, x0=811960572
P0, tp=0, ts=0
P0, tp=0, ts=0
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=724120811
P2, tp=0, ts=0, x0=220272179
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=1094701
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=422369802
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=256810040
P2, tp=0, ts=0, x0=24488068
P2, tp=0, ts=0, x0=724120811
P2, tp=0, ts=0, x0=464930593
P3, tp=0, ts=0, x0=844775061
P2, tp=0, ts=0, x0=710125852
P3, tp=0, ts=0, x0=666082975
P1, tp=0, ts=0, x0=263078228
P1, tp=0, ts=0, x0=263399110
P3, tp=0, ts=0, x0=645489020
P2, tp=0, ts=0, x0=957676939
P1, tp=0, ts=0, x0=375139833
P3, tp=0, ts=0, x0=759454589
P0, tp=0, ts=0
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=223005727
P1, tp=0, ts=0, x0=489398226
P3, tp=0, ts=0, x0=179248493
P1, tp=0, ts=0, x0=926246428
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=485979946
P0, tp=0, ts=0
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=706859224
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=263399110
P2, tp=0, ts=0, x0=1094701
P2, tp=0, ts=0, x0=351151922
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=642553759
P1, tp=0, ts=0, x0=706859224
P3, tp=0, ts=0, x0=285171452
P1, tp=0, ts=0, x0=472805505
P0, tp=0, ts=0
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=834725508
P2, tp=0, ts=0, x0=642553759
P3, tp=0, ts=0, x0=367736408
P2, tp=0, ts=0, x0=55280525
P2, tp=0, ts=0, x0=49015668
P2, tp=0, ts=0, x0=811960572
P2, tp=0, ts=0, x0=926246428
P3, tp=0, ts=0, x0=541053556
P1, tp=0, ts=0, x0=263078228
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=55280525
P2, tp=0, ts=0, x0=28396956
P2, tp=0, ts=0, x0=223005727
P3, tp=0, ts=0, x0=367736408
P0, tp=0, ts=0
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=308103836
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=843943083
P3, tp=0, ts=0, x0=569130374
P2, tp=0, ts=0, x0=256742142
P1, tp=0, ts=0, x0=223005727
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=183452338
P1, tp=0, ts=0, x0=759454589
P0, tp=0, ts=0
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=37375084
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=118069191
P2, tp=0, ts=0, x0=601229884
P1, tp=0, ts=0, x0=738312471
P1, tp=0, ts=0, x0=228331474
P3, tp=0, ts=0, x0=183452338
P2, tp=0, ts=0, x0=302645796
P2, tp=0, ts=0, x0=37375084
P1, tp=0, ts=0, x0=508738113
P1, tp=0, ts=0, x0=46411667
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=508738113
P1, tp=0, ts=0, x0=136297361
P1, tp=0, ts=0, x0=664706562
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=606967315
P2, tp=0, ts=0, x0=263399110
P2, tp=0, ts=0, x0=132139073
P2, tp=0, ts=0, x0=183452338
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=367736408
P1, tp=0, ts=0, x0=369718046
P3, tp=0, ts=0, x0=686995935
P2, tp=0, ts=0, x0=228331474
P3, tp=0, ts=0, x0=263399110
P0, tp=0, ts=0
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=939523143
P3, tp=0, ts=0, x0=606113143
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=308103836
P1, tp=0, ts=0, x0=73269769
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=302645796
P1, tp=0, ts=0, x0=724120811
P2, tp=0, ts=0, x0=80448358
P3, tp=0, ts=0, x0=901589232
P3, tp=0, ts=0, x0=540598866
P2, tp=0, ts=0, x0=256742142
P3, tp=0, ts=0, x0=569130374
P3, tp=0, ts=0, x0=263078228
P2, tp=0, ts=0, x0=52165155
P0, tp=0, ts=0
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=80448358
P3, tp=0, ts=0, x0=591410465
P3, tp=0, ts=0, x0=16373219
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=163395779
P2, tp=0, ts=0, x0=367736408
P1, tp=0, ts=0, x0=844775061
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=351151922
P2, tp=0, ts=0, x0=628471038
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=241400894
P3, tp=0, ts=0, x0=240735579
P2, tp=0, ts=0, x0=508738113
P3, tp=0, ts=0, x0=606113143
P2, tp=0, ts=0, x0=80448358
P1, tp=0, ts=0, x0=375139833
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=957676939
P1, tp=0, ts=0, x0=118069191
P2, tp=0, ts=0, x0=10932329
P3, tp=0, ts=0, x0=512398701
P1, tp=0, ts=0, x0=464930593
P2, tp=0, ts=0, x0=724120811
P1, tp=0, ts=0, x0=18709334
P3, tp=0, ts=0, x0=642553759
P0, tp=0, ts=0
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=759454589
P3, tp=0, ts=0, x0=571572986
P1, tp=0, ts=0, x0=540598866
P1, tp=0, ts=0, x0=843943083
P2, tp=0, ts=0, x0=68305482
P1, tp=0, ts=0, x0=591410465
P2, tp=0, ts=0, x0=217648410
P2, tp=0, ts=0, x0=16373219
P2, tp=0, ts=0, x0=950610789
P1, tp=0, ts=0, x0=351151922
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=717056864
P2, tp=0, ts=0, x0=943366250
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=163395779
P2, tp=0, ts=0, x0=541053556
P3, tp=0, ts=0, x0=384243421
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=540598866
P1, tp=0, ts=0, x0=759454589
P2, tp=0, ts=0, x0=806973169
P1, tp=0, ts=0, x0=94044547
P3, tp=0, ts=0, x0=269226724
P0, tp=0, ts=0
P0, tp=0, ts=0
P0, tp=0, ts=0
P2, tp=0, ts=0, x0=308103836
P2, tp=0, ts=0, x0=540598866
P3, tp=0, ts=0, x0=105778896
P1, tp=0, ts=0, x0=571572986
P3, tp=0, ts=0, x0=569130374
P1, tp=0, ts=0, x0=759454589
P1, tp=0, ts=0, x0=717056864
P3, tp=0, ts=0, x0=465808655
P3, tp=0, ts=0, x0=950610789
P1, tp=0, ts=0, x0=875535302
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=472805505
P2, tp=0, ts=0, x0=513194670
P0, tp=0, ts=0
P3, tp=0, ts=0, x0=136297361
P1, tp=0, ts=0, x0=536210395
P2, tp=0, ts=0, x0=290477442
P1, tp=0, ts=0, x0=10932329
P2, tp=0, ts=0, x0=628471038
P0, tp=0, ts=0
P1, tp=0, ts=0, x0=49015668
P1, tp=0, ts=0, x0=55280525
P1, tp=0, ts=0, x0=645489020
P2, tp=0, ts=0, x0=136297361
P3, tp=0, ts=0, x0=834725508
P0, tp=0, ts=0
P0, tp=0, ts=0
