P1, tp=0, ts=0, x0=569872521, x1=373321178
P0, tp=0, ts=0, x0=810563610
P2, tp=0, ts=0, x0=759454589
P2, tp=0, ts=0, x0=583930965
P3, tp=0, ts=0, x0=641299034
P2, tp=0, ts=0, x0=131587651
P2, tp=0, ts=0, x0=70079853
P2, tp=0, ts=0, x0=905226255
P1, tp=0, ts=0, x0=642553759, x1=456228543
P0, tp=0, ts=0, x0=941288943
P1, tp=0, ts=0, x0=819702502, x1=828635740
P2, tp=0, ts=0, x0=5126561
P0, tp=0, ts=0, x0=351151922
P0, tp=0, ts=0, x0=641299034
P2, tp=0, ts=0, x0=386218870
P1, tp=0, ts=0, x0=642553759, x1=131587651
P2, tp=0, ts=0, x0=741139708
P0, tp=0, ts=0, x0=648016028
P2, tp=0, ts=0, x0=583930965
P1, tp=0, ts=0, x0=373321178, x1=665429171
P1, tp=0, ts=0, x0=811960572, x1=95075313
P3, tp=0, ts=0, x0=870269555
P2, tp=0, ts=0, x0=118069191
P1, tp=0, ts=0, x0=919034261, x1=950178218
P2, tp=0, ts=0, x0=105778896
P2, tp=0, ts=0, x0=950178218
P0, tp=0, ts=0, x0=915319661
P3, tp=0, ts=0, x0=105778896
P0, tp=0, ts=0, x0=465808655
P1, tp=0, ts=0, x0=226894943, x1=18709334
P1, tp=0, ts=0, x0=141336768, x1=118766102
P1, tp=0, ts=0, x0=454158356, x1=131587651
P1, tp=0, ts=0, x0=602083814, x1=583930965
P3, tp=0, ts=0, x0=95075313
P2, tp=0, ts=0, x0=456228543
P2, tp=0, ts=0, x0=583930965
P1, tp=0, ts=0, x0=351151922, x1=583930965
P2, tp=0, ts=0, x0=905226255
P1, tp=0, ts=0, x0=941288943, x1=819702502
P2, tp=0, ts=0, x0=165210697
P2, tp=0, ts=0, x0=843943083
P0, tp=0, ts=0, x0=138992395
P2, tp=0, ts=0, x0=939523143
P3, tp=0, ts=0, x0=587230719
P0, tp=0, ts=0, x0=828635740
P1, tp=0, ts=0, x0=843943083, x1=905226255
P2, tp=0, ts=0, x0=825579817
P1, tp=0, ts=0, x0=118069191, x1=454158356
P1, tp=0, ts=0, x0=950178218, x1=919034261
P0, tp=0, ts=0, x0=465808655
P2, tp=0, ts=0, x0=825579817
P3, tp=0, ts=0, x0=915319661
P2, tp=0, ts=0, x0=665429171
P1, tp=0, ts=0, x0=55280525, x1=569872521
P0, tp=0, ts=0, x0=947669864
P0, tp=0, ts=0, x0=95075313
P3, tp=0, ts=0, x0=703748452
P0, tp=0, ts=0, x0=226894943
P3, tp=0, ts=0, x0=703748452
P1, tp=0, ts=0, x0=95075313, x1=393602475
P3, tp=0, ts=0, x0=165210697
P3, tp=0, ts=0, x0=919034261
P3, tp=0, ts=0, x0=828635740
P0, tp=0, ts=0, x0=382513159
P0, tp=0, ts=0, x0=382513159
P2, tp=0, ts=0, x0=63979174
P2, tp=0, ts=0, x0=648016028
P1, tp=0, ts=0, x0=594294493, x1=819702502
P3, tp=0, ts=0, x0=55280525
P3, tp=0, ts=0, x0=377301598
P2, tp=0, ts=0, x0=18709334
P2, tp=0, ts=0, x0=941288943
P2, tp=0, ts=0, x0=919034261
P2, tp=0, ts=0, x0=132139073
P0, tp=0, ts=0, x0=148737049
P1, tp=0, ts=0, x0=94044547, x1=226070484
P0, tp=0, ts=0, x0=725762786
P1, tp=0, ts=0, x0=386218870, x1=118069191
P2, tp=0, ts=0, x0=899110449
P1, tp=0, ts=0, x0=587230719, x1=70079853
P3, tp=0, ts=0, x0=843943083
P1, tp=0, ts=0, x0=131587651, x1=642553759
P0, tp=0, ts=0, x0=947669864
P0, tp=0, ts=0, x0=915319661
P3, tp=0, ts=0, x0=541053556
P2, tp=0, ts=0, x0=136297361
P3, tp=0, ts=0, x0=912462831
P1, tp=0, ts=0, x0=37375084, x1=118766102
P3, tp=0, ts=0, x0=912462831
P2, tp=0, ts=0, x0=559514287
P3, tp=0, ts=0, x0=941288943
P0, tp=0, ts=0, x0=703748452
P0, tp=0, ts=0, x0=5126561
P2, tp=0, ts=0, x0=648016028
P3, tp=0, ts=0, x0=665429171
P1, tp=0, ts=0, x0=843943083, x1=382513159
P0, tp=0, ts=0, x0=393602475
P0, tp=0, ts=0, x0=5126561
P0, tp=0, ts=0, x0=105778896
P0, tp=0, ts=0, x0=18709334
P1, tp=0, ts=0, x0=811960572, x1=741139708
P1, tp=0, ts=0, x0=870342687, x1=641299034
P3, tp=0, ts=0, x0=132139073
P0, tp=0, ts=0, x0=456228543
P2, tp=0, ts=0, x0=741139708
P2, tp=0, ts=0, x0=485979946
P2, tp=0, ts=0, x0=138992395
P0, tp=0, ts=0, x0=947669864
P3, tp=0, ts=0, x0=569872521
P2, tp=0, ts=0, x0=132139073
P1, tp=0, ts=0, x0=762707131, x1=70079853
P1, tp=0, ts=0, x0=725762786, x1=138992395
P0, tp=0, ts=0, x0=587230719
P3, tp=0, ts=0, x0=843943083
P2, tp=0, ts=0, x0=148737049
P0, tp=0, ts=0, x0=382513159
P0, tp=0, ts=0, x0=870269555
P0, tp=0, ts=0, x0=819702502
P1, tp=0, ts=0, x0=454158356, x1=641299034
P3, tp=0, ts=0, x0=456228543
P2, tp=0, ts=0, x0=941288943
P0, tp=0, ts=0, x0=810563610
P3, tp=0, ts=0, x0=284711236
P2, tp=0, ts=0, x0=566803861
P1, tp=0, ts=0, x0=240156530, x1=382513159
P0, tp=0, ts=0, x0=941288943
P2, tp=0, ts=0, x0=720317635
P3, tp=0, ts=0, x0=762707131
P2, tp=0, ts=0, x0=18709334
P0, tp=0, ts=0, x0=819702502
P0, tp=0, ts=0, x0=810563610
P2, tp=0, ts=0, x0=55280525
P3, tp=0, ts=0, x0=240156530
P1, tp=0, ts=0, x0=594294493, x1=148737049
P3, tp=0, ts=0, x0=393602475
P3, tp=0, ts=0, x0=386218870
P3, tp=0, ts=0, x0=665429171
P1, tp=0, ts=0, x0=915319661, x1=263078228
P1, tp=0, ts=0, x0=26082932, x1=508738113
P1, tp=0, ts=0, x0=136297361, x1=448471958
P2, tp=0, ts=0, x0=919034261
P1, tp=0, ts=0, x0=741139708, x1=430085063
P3, tp=0, ts=0, x0=141336768
P3, tp=0, ts=0, x0=648016028
P3, tp=0, ts=0, x0=843943083
P1, tp=0, ts=0, x0=351151922, x1=377301598
P0, tp=0, ts=0, x0=55280525
P2, tp=0, ts=0, x0=26082932
P1, tp=0, ts=0, x0=566803861, x1=810563610
P0, tp=0, ts=0, x0=430085063
P1, tp=0, ts=0, x0=542030928, x1=569872521
P3, tp=0, ts=0, x0=56006042
P2, tp=0, ts=0, x0=648016028
P2, tp=0, ts=0, x0=899110449
P2, tp=0, ts=0, x0=923094017
P3, tp=0, ts=0, x0=642553759
P0, tp=0, ts=0, x0=602083814
P1, tp=0, ts=0, x0=870342687, x1=228331474
P3, tp=0, ts=0, x0=105778896
P3, tp=0, ts=0, x0=263078228
P2, tp=0, ts=0, x0=456228543
P2, tp=0, ts=0, x0=456228543
P3, tp=0, ts=0, x0=905226255
P0, tp=0, ts=0, x0=947669864
P2, tp=0, ts=0, x0=961574958
P1, tp=0, ts=0, x0=26082932, x1=386218870
P0, tp=0, ts=0, x0=70079853
P2, tp=0, ts=0, x0=899110449
P2, tp=0, ts=0, x0=642553759
P0, tp=0, ts=0, x0=594294493
P3, tp=0, ts=0, x0=837177356
P2, tp=0, ts=0, x0=26082932
P2, tp=0, ts=0, x0=70079853
P3, tp=0, ts=0, x0=5126561
P2, tp=0, ts=0, x0=55280525
P1, tp=0, ts=0, x0=296114476, x1=131587651
P2, tp=0, ts=0, x0=923094017
P1, tp=0, ts=0, x0=759454589, x1=870342687
P1, tp=0, ts=0, x0=583930965, x1=828635740
P1, tp=0, ts=0, x0=30049184, x1=240156530
P2, tp=0, ts=0, x0=562027764
P1, tp=0, ts=0, x0=725762786, x1=725762786
P0, tp=0, ts=0, x0=939523143
P0, tp=0, ts=0, x0=138992395
P2, tp=0, ts=0, x0=919034261
P2, tp=0, ts=0, x0=641299034
P0, tp=0, ts=0, x0=5126561
P3, tp=0, ts=0, x0=602083814
P1, tp=0, ts=0, x0=594294493, x1=828635740
P0, tp=0, ts=0, x0=226894943
P0, tp=0, ts=0, x0=870269555
P2, tp=0, ts=0, x0=947669864
P2, tp=0, ts=0, x0=386218870
P1, tp=0, ts=0, x0=762707131, x1=648016028
P3, tp=0, ts=0, x0=441507786
P0, tp=0, ts=0, x0=456228543
P2, tp=0, ts=0, x0=118766102
P1, tp=0, ts=0, x0=332126636, x1=30049184
P2, tp=0, ts=0, x0=263078228
P3, tp=0, ts=0, x0=296114476
P1, tp=0, ts=0, x0=131587651, x1=759454589
P1, tp=0, ts=0, x0=905226255, x1=541053556
P1, tp=0, ts=0, x0=941288943, x1=332126636
P3, tp=0, ts=0, x0=541053556
P2, tp=0, ts=0, x0=284711236
P0, tp=0, ts=0, x0=430085063
P2, tp=0, ts=0, x0=386218870
P3, tp=0, ts=0, x0=648016028
P1, tp=0, ts=0, x0=542030928, x1=441507786
P1, tp=0, ts=0, x0=55280525, x1=226070484
P3, tp=0, ts=0, x0=228331474
P1, tp=0, ts=0, x0=472890140, x1=606967315
P1, tp=0, ts=0, x0=136297361, x1=70079853
P3, tp=0, ts=0, x0=648016028
P3, tp=0, ts=0, x0=542030928
P0, tp=0, ts=0, x0=665429171
P0, tp=0, ts=0, x0=741139708
P1, tp=0, ts=0, x0=947669864, x1=941288943
P1, tp=0, ts=0, x0=923094017, x1=105778896
P3, tp=0, ts=0, x0=648016028
P0, tp=0, ts=0, x0=912462831
P1, tp=0, ts=0, x0=950178218, x1=642553759
P0, tp=0, ts=0, x0=720317635
P2, tp=0, ts=0, x0=602083814
P1, tp=0, ts=0, x0=131587651, x1=55280525
P2, tp=0, ts=0, x0=8031162
P0, tp=0, ts=0, x0=118069191
P2, tp=0, ts=0, x0=947669864
P3, tp=0, ts=0, x0=148737049
P3, tp=0, ts=0, x0=94044547
P2, tp=0, ts=0, x0=141336768
P1, tp=0, ts=0, x0=569872521, x1=641299034
P2, tp=0, ts=0, x0=138992395
P1, tp=0, ts=0, x0=55280525, x1=228331474
P2, tp=0, ts=0, x0=574399154
P1, tp=0, ts=0, x0=430085063, x1=18709334
P2, tp=0, ts=0, x0=393602475
P2, tp=0, ts=0, x0=811960572
P2, tp=0, ts=0, x0=562027764
P2, tp=0, ts=0, x0=165210697
P2, tp=0, ts=0, x0=63979174
P0, tp=0, ts=0, x0=456228543
P3, tp=0, ts=0, x0=30049184
P2, tp=0, ts=0, x0=569872521
P1, tp=0, ts=0, x0=105778896, x1=837177356
P3, tp=0, ts=0, x0=393602475
P3, tp=0, ts=0, x0=118069191
P2, tp=0, ts=0, x0=542030928
P1, tp=0, ts=0, x0=8031162, x1=540598866
P2, tp=0, ts=0, x0=865739692
P2, tp=0, ts=0, x0=559514287
P3, tp=0, ts=0, x0=843943083
P0, tp=0, ts=0, x0=118069191
P2, tp=0, ts=0, x0=88252822
P1, tp=0, ts=0, x0=566803861, x1=138992395
P3, tp=0, ts=0, x0=923094017
P1, tp=0, ts=0, x0=947669864, x1=919034261
P2, tp=0, ts=0, x0=430085063
P1, tp=0, ts=0, x0=269621567, x1=762707131
P2, tp=0, ts=0, x0=648016028
P1, tp=0, ts=0, x0=263078228, x1=905226255
P0, tp=0, ts=0, x0=750326500
P3, tp=0, ts=0, x0=332126636
P3, tp=0, ts=0, x0=641299034
P0, tp=0, ts=0, x0=56006042
P0, tp=0, ts=0, x0=961574958
P2, tp=0, ts=0, x0=448471958
P2, tp=0, ts=0, x0=741139708
P2, tp=0, ts=0, x0=591410465
P3, tp=0, ts=0, x0=95075313
P2, tp=0, ts=0, x0=131587651
P0, tp=0, ts=0, x0=566803861
P2, tp=0, ts=0, x0=574399154
P3, tp=0, ts=0, x0=88252822
P3, tp=0, ts=0, x0=118766102
P1, tp=0, ts=0, x0=56006042, x1=559514287
P2, tp=0, ts=0, x0=759454589
P3, tp=0, ts=0, x0=912462831
P3, tp=0, ts=0, x0=37375084
P2, tp=0, ts=0, x0=819702502
P1, tp=0, ts=0, x0=703748452, x1=559514287
P2, tp=0, ts=0, x0=88252822
P1, tp=0, ts=0, x0=642553759, x1=430085063
P3, tp=0, ts=0, x0=583930965
P2, tp=0, ts=0, x0=641299034
P2, tp=0, ts=0, x0=269621567
P2, tp=0, ts=0, x0=94044547
P1, tp=0, ts=0, x0=472890140, x1=562027764
P3, tp=0, ts=0, x0=703748452
P2, tp=0, ts=0, x0=165210697
P3, tp=0, ts=0, x0=569872521
P3, tp=0, ts=0, x0=63979174
P1, tp=0, ts=0, x0=915319661, x1=642553759
P0, tp=0, ts=0, x0=810563610
P0, tp=0, ts=0, x0=569872521
P2, tp=0, ts=0, x0=641299034
P3, tp=0, ts=0, x0=382513159
P3, tp=0, ts=0, x0=950178218
P0, tp=0, ts=0, x0=40777138
P0, tp=0, ts=0, x0=15142361
P0, tp=0, ts=0, x0=141336768
P2, tp=0, ts=0, x0=94044547
P3, tp=0, ts=0, x0=5126561
P3, tp=0, ts=0, x0=15142361
P1, tp=0, ts=0, x0=961574958, x1=142157435
P0, tp=0, ts=0, x0=947669864
P0, tp=0, ts=0, x0=794836437
P1, tp=0, ts=0, x0=148737049, x1=373321178
P0, tp=0, ts=0, x0=56006042
P3, tp=0, ts=0, x0=925087524
P1, tp=0, ts=0, x0=37375084, x1=73779985
P0, tp=0, ts=0, x0=472890140
P1, tp=0, ts=0, x0=296114476, x1=741139708
P0, tp=0, ts=0, x0=131587651
P0, tp=0, ts=0, x0=665429171
P3, tp=0, ts=0, x0=825579817
P0, tp=0, ts=0, x0=386218870
P3, tp=0, ts=0, x0=947669864
P0, tp=0, ts=0, x0=441507786
P3, tp=0, ts=0, x0=332126636
P1, tp=0, ts=0, x0=974751949, x1=95075313
P1, tp=0, ts=0, x0=925087524, x1=828635740
P2, tp=0, ts=0, x0=88252822
P2, tp=0, ts=0, x0=142157435
P2, tp=0, ts=0, x0=26082932
P2, tp=0, ts=0, x0=8031162
P0, tp=0, ts=0, x0=541053556
P0, tp=0, ts=0, x0=919034261
P2, tp=0, ts=0, x0=870269555
P2, tp=0, ts=0, x0=118069191
P3, tp=0, ts=0, x0=94044547
P3, tp=0, ts=0, x0=810563610
P1, tp=0, ts=0, x0=240156530, x1=665429171
P3, tp=0, ts=0, x0=132139073
P0, tp=0, ts=0, x0=574399154
P2, tp=0, ts=0, x0=26082932
P3, tp=0, ts=0, x0=541053556
P3, tp=0, ts=0, x0=741139708
P0, tp=0, ts=0, x0=55280525
P2, tp=0, ts=0, x0=837177356
P1, tp=0, ts=0, x0=591410465, x1=947669864
P2, tp=0, ts=0, x0=939523143
P2, tp=0, ts=0, x0=594294493
P1, tp=0, ts=0, x0=992440819, x1=905226255
P1, tp=0, ts=0, x0=228331474, x1=36012099
P1, tp=0, ts=0, x0=413539410, x1=263078228
P1, tp=0, ts=0, x0=762707131, x1=828635740
P3, tp=0, ts=0, x0=794836437
P0, tp=0, ts=0, x0=591410465
P2, tp=0, ts=0, x0=132139073
P3, tp=0, ts=0, x0=923094017
P3, tp=0, ts=0, x0=178976603
P1, tp=0, ts=0, x0=393602475, x1=55280525
P2, tp=0, ts=0, x0=485979946
P1, tp=0, ts=0, x0=107197177, x1=825579817
P3, tp=0, ts=0, x0=40777138
P3, tp=0, ts=0, x0=762707131
P3, tp=0, ts=0, x0=178976603
P3, tp=0, ts=0, x0=912462831
P1, tp=0, ts=0, x0=828635740, x1=725762786
P3, tp=0, ts=0, x0=382513159
P3, tp=0, ts=0, x0=165210697
P2, tp=0, ts=0, x0=762707131
P3, tp=0, ts=0, x0=562027764
P1, tp=0, ts=0, x0=870269555, x1=720317635
P1, tp=0, ts=0, x0=591410465, x1=118766102
P3, tp=0, ts=0, x0=912462831
P1, tp=0, ts=0, x0=811960572, x1=332126636
P0, tp=0, ts=0, x0=843943083
P0, tp=0, ts=0, x0=95075313
P3, tp=0, ts=0, x0=448471958
P1, tp=0, ts=0, x0=74973426, x1=263078228
P2, tp=0, ts=0, x0=377301598
P2, tp=0, ts=0, x0=505935050
P2, tp=0, ts=0, x0=648016028
P0, tp=0, ts=0, x0=837177356
P1, tp=0, ts=0, x0=441507786, x1=94044547
P3, tp=0, ts=0, x0=641299034
P2, tp=0, ts=0, x0=178976603
P1, tp=0, ts=0, x0=641299034, x1=905226255
P3, tp=0, ts=0, x0=342986875
P3, tp=0, ts=0, x0=583930965
P0, tp=0, ts=0, x0=837177356
P2, tp=0, ts=0, x0=148737049
P0, tp=0, ts=0, x0=574399154
P0, tp=0, ts=0, x0=33059026
P1, tp=0, ts=0, x0=912462831, x1=819702502
P3, tp=0, ts=0, x0=420569102
P0, tp=0, ts=0, x0=342986875
P3, tp=0, ts=0, x0=983213232
P2, tp=0, ts=0, x0=56006042
P3, tp=0, ts=0, x0=508738113
P2, tp=0, ts=0, x0=870342687
P0, tp=0, ts=0, x0=562027764
P0, tp=0, ts=0, x0=413539410
P2, tp=0, ts=0, x0=386218870
P2, tp=0, ts=0, x0=865739692
P2, tp=0, ts=0, x0=134457235
P1, tp=0, ts=0, x0=226070484, x1=377301598
P0, tp=0, ts=0, x0=992440819
P1, tp=0, ts=0, x0=648016028, x1=591410465
P2, tp=0, ts=0, x0=901893964
P0, tp=0, ts=0, x0=939523143
P1, tp=0, ts=0, x0=284711236, x1=95075313
P3, tp=0, ts=0, x0=961574958
P3, tp=0, ts=0, x0=825579817
P0, tp=0, ts=0, x0=448471958
P0, tp=0, ts=0, x0=37375084
P3, tp=0, ts=0, x0=541053556
P2, tp=0, ts=0, x0=811960572
P1, tp=0, ts=0, x0=901893964, x1=505935050
P0, tp=0, ts=0, x0=118069191
P1, tp=0, ts=0, x0=36012099, x1=562027764
P2, tp=0, ts=0, x0=961574958
P3, tp=0, ts=0, x0=63979174
P0, tp=0, ts=0, x0=228331474
P1, tp=0, ts=0, x0=26082932, x1=822765760
P1, tp=0, ts=0, x0=240156530, x1=566803861
P2, tp=0, ts=0, x0=256742142
P1, tp=0, ts=0, x0=961574958, x1=829977396
P1, tp=0, ts=0, x0=574399154, x1=923094017
P3, tp=0, ts=0, x0=950178218
P0, tp=0, ts=0, x0=905226255
P3, tp=0, ts=0, x0=118069191
P3, tp=0, ts=0, x0=542030928
P2, tp=0, ts=0, x0=40777138
P1, tp=0, ts=0, x0=738312471, x1=95075313
P0, tp=0, ts=0, x0=540598866
P0, tp=0, ts=0, x0=508738113
P1, tp=0, ts=0, x0=505935050, x1=485979946
P1, tp=0, ts=0, x0=741139708, x1=472890140
P3, tp=0, ts=0, x0=256742142
P0, tp=0, ts=0, x0=594294493
P3, tp=0, ts=0, x0=648016028
P0, tp=0, ts=0, x0=105778896
P2, tp=0, ts=0, x0=228331474
P2, tp=0, ts=0, x0=983213232
P2, tp=0, ts=0, x0=94044547
P2, tp=0, ts=0, x0=74973426
P2, tp=0, ts=0, x0=36012099
P0, tp=0, ts=0, x0=508738113
P3, tp=0, ts=0, x0=15142361
P1, tp=0, ts=0, x0=94044547, x1=18709334
P2, tp=0, ts=0, x0=811960572
P3, tp=0, ts=0, x0=94044547
P0, tp=0, ts=0, x0=40777138
P2, tp=0, ts=0, x0=165210697
P3, tp=0, ts=0, x0=541053556
P0, tp=0, ts=0, x0=448471958
P0, tp=0, ts=0, x0=138992395
P1, tp=0, ts=0, x0=832761777, x1=574399154
P1, tp=0, ts=0, x0=342986875, x1=448471958
P2, tp=0, ts=0, x0=950178218
P2, tp=0, ts=0, x0=413539410
P0, tp=0, ts=0, x0=720317635
P3, tp=0, ts=0, x0=118766102
P3, tp=0, ts=0, x0=15142361
P3, tp=0, ts=0, x0=5126561
P1, tp=0, ts=0, x0=665429171, x1=8031162
P0, tp=0, ts=0, x0=284711236
P3, tp=0, ts=0, x0=641299034
P3, tp=0, ts=0, x0=441507786
P3, tp=0, ts=0, x0=386218870
P0, tp=0, ts=0, x0=508738113
P1, tp=0, ts=0, x0=74973426, x1=950178218
P3, tp=0, ts=0, x0=73779985
P3, tp=0, ts=0, x0=915319661
P1, tp=0, ts=0, x0=382513159, x1=505935050
P1, tp=0, ts=0, x0=843943083, x1=13974331
P3, tp=0, ts=0, x0=750326500
P2, tp=0, ts=0, x0=741139708
P3, tp=0, ts=0, x0=541053556
P2, tp=0, ts=0, x0=641299034
P1, tp=0, ts=0, x0=73779985, x1=925087524
P3, tp=0, ts=0, x0=88252822
P1, tp=0, ts=0, x0=542030928, x1=822765760
P3, tp=0, ts=0, x0=540598866
P0, tp=0, ts=0, x0=641299034
P1, tp=0, ts=0, x0=540598866, x1=870342687
P2, tp=0, ts=0, x0=393602475
P1, tp=0, ts=0, x0=832761777, x1=134457235
P0, tp=0, ts=0, x0=118069191
P3, tp=0, ts=0, x0=901893964
P3, tp=0, ts=0, x0=899110449
P1, tp=0, ts=0, x0=30049184, x1=36012099
P2, tp=0, ts=0, x0=131587651
P0, tp=0, ts=0, x0=26082932
P0, tp=0, ts=0, x0=393602475
P1, tp=0, ts=0, x0=825579817, x1=386218870
P2, tp=0, ts=0, x0=5126561
P1, tp=0, ts=0, x0=382513159, x1=899110449
P3, tp=0, ts=0, x0=923094017
P2, tp=0, ts=0, x0=822765760
P0, tp=0, ts=0, x0=430085063
P1, tp=0, ts=0, x0=901893964, x1=602083814
P3, tp=0, ts=0, x0=384243421
P0, tp=0, ts=0, x0=665429171
P0, tp=0, ts=0, x0=165210697
P3, tp=0, ts=0, x0=832761777
P3, tp=0, ts=0, x0=665429171
P3, tp=0, ts=0, x0=256742142
P3, tp=0, ts=0, x0=287337523
P0, tp=0, ts=0, x0=665429171
P2, tp=0, ts=0, x0=26082932
P2, tp=0, ts=0, x0=30049184
P3, tp=0, ts=0, x0=583930965
P1, tp=0, ts=0, x0=899110449, x1=865739692
P1, tp=0, ts=0, x0=925087524, x1=901893964
P1, tp=0, ts=0, x0=923094017, x1=832761777
P1, tp=0, ts=0, x0=901893964, x1=5126561
P1, tp=0, ts=0, x0=269621567, x1=228331474
P1, tp=0, ts=0, x0=142157435, x1=541053556
P2, tp=0, ts=0, x0=465808655
P3, tp=0, ts=0, x0=240156530
P1, tp=0, ts=0, x0=332126636, x1=750326500
P1, tp=0, ts=0, x0=974751949, x1=574399154
P3, tp=0, ts=0, x0=142157435
P2, tp=0, ts=0, x0=95075313
P1, tp=0, ts=0, x0=915319661, x1=430085063
P2, tp=0, ts=0, x0=127300202
P2, tp=0, ts=0, x0=240156530
P3, tp=0, ts=0, x0=284711236
P0, tp=0, ts=0, x0=720317635
P0, tp=0, ts=0, x0=13974331
P2, tp=0, ts=0, x0=961574958
P3, tp=0, ts=0, x0=939523143
P2, tp=0, ts=0, x0=591410465
P0, tp=0, ts=0, x0=870342687
P2, tp=0, ts=0, x0=287337523
P1, tp=0, ts=0, x0=134457235, x1=456228543
P3, tp=0, ts=0, x0=332126636
P2, tp=0, ts=0, x0=505935050
P3, tp=0, ts=0, x0=18709334
P3, tp=0, ts=0, x0=540598866
P2, tp=0, ts=0, x0=13974331
P3, tp=0, ts=0, x0=40777138
P1, tp=0, ts=0, x0=837177356, x1=794836437
P2, tp=0, ts=0, x0=508738113
P0, tp=0, ts=0, x0=402602993
P2, tp=0, ts=0, x0=183126695
P1, tp=0, ts=0, x0=105778896, x1=402602993
P2, tp=0, ts=0, x0=211859559
P3, tp=0, ts=0, x0=574399154
P1, tp=0, ts=0, x0=923094017, x1=454158356
P1, tp=0, ts=0, x0=228331474, x1=8031162
P0, tp=0, ts=0, x0=899110449
P0, tp=0, ts=0, x0=33059026
P1, tp=0, ts=0, x0=183126695, x1=211859559
P2, tp=0, ts=0, x0=8031162
P0, tp=0, ts=0, x0=725762786
P2, tp=0, ts=0, x0=961574958
P1, tp=0, ts=0, x0=941288943, x1=377301598
P0, tp=0, ts=0, x0=925087524
P2, tp=0, ts=0, x0=950178218
P3, tp=0, ts=0, x0=107197177
P2, tp=0, ts=0, x0=750326500
P1, tp=0, ts=0, x0=26082932, x1=441507786
P0, tp=0, ts=0, x0=134457235
P0, tp=0, ts=0, x0=750326500
P3, tp=0, ts=0, x0=5126561
P2, tp=0, ts=0, x0=269621567
P3, tp=0, ts=0, x0=240156530
P0, tp=0, ts=0, x0=983213232
P3, tp=0, ts=0, x0=351151922
P3, tp=0, ts=0, x0=448471958
P1, tp=0, ts=0, x0=472890140, x1=142157435
P3, tp=0, ts=0, x0=430085063
P0, tp=0, ts=0, x0=40777138
P2, tp=0, ts=0, x0=870342687
P2, tp=0, ts=0, x0=465808655
P3, tp=0, ts=0, x0=456228543
P3, tp=0, ts=0, x0=73779985
P0, tp=0, ts=0, x0=472890140
P0, tp=0, ts=0, x0=269621567
P3, tp=0, ts=0, x0=8031162
P3, tp=0, ts=0, x0=832761777
