P1, tp=0, ts=0, x0=569872521
P3, tp=0, ts=0, x0=583468608
P2, tp=0, ts=0, x0=762707131
P1, tp=0, ts=0, x0=810563610
P2, tp=0, ts=0, x0=105778896
P1, tp=0, ts=0, x0=107019939
P3, tp=0, ts=0, x0=941288943
P2, tp=0, ts=0, x0=541053556
P1, tp=0, ts=0, x0=456228543
P0, tp=0, ts=0, x0=762707131, x1=386218870
P2, tp=0, ts=0, x0=18709334
P3, tp=0, ts=0, x0=642553759
P3, tp=0, ts=0, x0=686995935
P3, tp=0, ts=0, x0=10932329
P0, tp=0, ts=0, x0=762707131, x1=328515787
P3, tp=0, ts=0, x0=905226255
P3, tp=0, ts=0, x0=105778896
P2, tp=0, ts=0, x0=604689031
P1, tp=0, ts=0, x0=24488068
P1, tp=0, ts=0, x0=256810040
P1, tp=0, ts=0, x0=107019939
P2, tp=0, ts=0, x0=132139073
P1, tp=0, ts=0, x0=136297361
P2, tp=0, ts=0, x0=192577637
P3, tp=0, ts=0, x0=870342687
P2, tp=0, ts=0, x0=118069191
P1, tp=0, ts=0, x0=386218870
P0, tp=0, ts=0, x0=810563610, x1=663396134
P2, tp=0, ts=0, x0=18709334
P0, tp=0, ts=0, x0=24488068, x1=78200211
P2, tp=0, ts=0, x0=569872521
P3, tp=0, ts=0, x0=351151922
P1, tp=0, ts=0, x0=196980072
P0, tp=0, ts=0, x0=926246428, x1=118766102
P0, tp=0, ts=0, x0=228331474, x1=5126561
P1, tp=0, ts=0, x0=604689031
P2, tp=0, ts=0, x0=592957960
P0, tp=0, ts=0, x0=762707131, x1=10932329
P3, tp=0, ts=0, x0=73269769
P3, tp=0, ts=0, x0=843943083
P0, tp=0, ts=0, x0=782304503, x1=18709334
P1, tp=0, ts=0, x0=541053556
P1, tp=0, ts=0, x0=782304503
P1, tp=0, ts=0, x0=663396134
P0, tp=0, ts=0, x0=78200211, x1=926246428
P0, tp=0, ts=0, x0=551152087, x1=118069191
P2, tp=0, ts=0, x0=871032537
P0, tp=0, ts=0, x0=226070484, x1=107019939
P3, tp=0, ts=0, x0=541053556
P3, tp=0, ts=0, x0=351151922
P0, tp=0, ts=0, x0=73269769, x1=351151922
P2, tp=0, ts=0, x0=328515787
P3, tp=0, ts=0, x0=474765026
P1, tp=0, ts=0, x0=542030928
P2, tp=0, ts=0, x0=641299034
P3, tp=0, ts=0, x0=355617325
P3, tp=0, ts=0, x0=583930965
P2, tp=0, ts=0, x0=351151922
P2, tp=0, ts=0, x0=759454589
P2, tp=0, ts=0, x0=263078228
P2, tp=0, ts=0, x0=55280525
P0, tp=0, ts=0, x0=24488068, x1=351151922
P1, tp=0, ts=0, x0=551152087
P3, tp=0, ts=0, x0=377301598
P2, tp=0, ts=0, x0=465808655
P1, tp=0, ts=0, x0=386218870
P2, tp=0, ts=0, x0=465808655
P1, tp=0, ts=0, x0=782304503
P1, tp=0, ts=0, x0=328515787
P2, tp=0, ts=0, x0=710125852
P1, tp=0, ts=0, x0=22312927
P0, tp=0, ts=0, x0=118766102, x1=485979946
P1, tp=0, ts=0, x0=943366250
P2, tp=0, ts=0, x0=132139073
P0, tp=0, ts=0, x0=256810040, x1=666082975
P1, tp=0, ts=0, x0=871032537
P2, tp=0, ts=0, x0=22312927
P0, tp=0, ts=0, x0=881352907, x1=192577637
P3, tp=0, ts=0, x0=641299034
P1, tp=0, ts=0, x0=136297361
P2, tp=0, ts=0, x0=592957960
P3, tp=0, ts=0, x0=810563610
P0, tp=0, ts=0, x0=107019939, x1=355617325
P0, tp=0, ts=0, x0=215333375, x1=215333375
P0, tp=0, ts=0, x0=226070484, x1=542030928
P2, tp=0, ts=0, x0=5126561
P1, tp=0, ts=0, x0=717965844
P1, tp=0, ts=0, x0=782304503
P0, tp=0, ts=0, x0=871032537, x1=226070484
P1, tp=0, ts=0, x0=666082975
P0, tp=0, ts=0, x0=926246428, x1=5126561
P2, tp=0, ts=0, x0=5126561
P2, tp=0, ts=0, x0=551152087
P0, tp=0, ts=0, x0=328515787, x1=554859708
P2, tp=0, ts=0, x0=132139073
P1, tp=0, ts=0, x0=926246428
P0, tp=0, ts=0, x0=881352907, x1=717965844
P1, tp=0, ts=0, x0=107019939
P3, tp=0, ts=0, x0=663396134
P2, tp=0, ts=0, x0=870269555
P0, tp=0, ts=0, x0=941288943, x1=228331474
P0, tp=0, ts=0, x0=870269555, x1=569872521
P2, tp=0, ts=0, x0=22312927
P0, tp=0, ts=0, x0=641299034, x1=105778896
P2, tp=0, ts=0, x0=554859708
P1, tp=0, ts=0, x0=118766102
P0, tp=0, ts=0, x0=196980072, x1=284711236
P2, tp=0, ts=0, x0=566803861
P1, tp=0, ts=0, x0=583930965
P1, tp=0, ts=0, x0=465808655
P1, tp=0, ts=0, x0=663396134
P0, tp=0, ts=0, x0=298920788, x1=256810040
P1, tp=0, ts=0, x0=398563200
P0, tp=0, ts=0, x0=355617325, x1=569872521
P0, tp=0, ts=0, x0=131587651, x1=855472932
P3, tp=0, ts=0, x0=583930965
P1, tp=0, ts=0, x0=22312927
P1, tp=0, ts=0, x0=226070484
P1, tp=0, ts=0, x0=5126561
P0, tp=0, ts=0, x0=355617325, x1=870342687
P1, tp=0, ts=0, x0=604689031
P1, tp=0, ts=0, x0=328515787
P0, tp=0, ts=0, x0=666082975, x1=118766102
P1, tp=0, ts=0, x0=24488068
P3, tp=0, ts=0, x0=717965844
P2, tp=0, ts=0, x0=592957960
P1, tp=0, ts=0, x0=73269769
P1, tp=0, ts=0, x0=78200211
P3, tp=0, ts=0, x0=881352907
P3, tp=0, ts=0, x0=355617325
P3, tp=0, ts=0, x0=72765936
P1, tp=0, ts=0, x0=192577637
P3, tp=0, ts=0, x0=132139073
P2, tp=0, ts=0, x0=941288943
P2, tp=0, ts=0, x0=569872521
P0, tp=0, ts=0, x0=21954831, x1=828462232
P2, tp=0, ts=0, x0=10932329
P3, tp=0, ts=0, x0=351151922
P0, tp=0, ts=0, x0=72765936, x1=402685836
P1, tp=0, ts=0, x0=782304503
P3, tp=0, ts=0, x0=686995935
P3, tp=0, ts=0, x0=941288943
P0, tp=0, ts=0, x0=604747115, x1=905226255
P2, tp=0, ts=0, x0=377301598
P0, tp=0, ts=0, x0=592957960, x1=855472932
P2, tp=0, ts=0, x0=328515787
P2, tp=0, ts=0, x0=926246428
P3, tp=0, ts=0, x0=398563200
P0, tp=0, ts=0, x0=213248825, x1=961574958
P1, tp=0, ts=0, x0=21954831
P2, tp=0, ts=0, x0=18709334
P1, tp=0, ts=0, x0=941288943
P3, tp=0, ts=0, x0=686995935
P0, tp=0, ts=0, x0=870269555, x1=22312927
P3, tp=0, ts=0, x0=837177356
P2, tp=0, ts=0, x0=21954831
P2, tp=0, ts=0, x0=782304503
P3, tp=0, ts=0, x0=666082975
P2, tp=0, ts=0, x0=55280525
P1, tp=0, ts=0, x0=296114476
P1, tp=0, ts=0, x0=5126561
P3, tp=0, ts=0, x0=741139708
P3, tp=0, ts=0, x0=136297361
P1, tp=0, ts=0, x0=542030928
P3, tp=0, ts=0, x0=55280525
P2, tp=0, ts=0, x0=828462232
P1, tp=0, ts=0, x0=118069191
P2, tp=0, ts=0, x0=355617325
P1, tp=0, ts=0, x0=118766102
P0, tp=0, ts=0, x0=542030928, x1=663396134
P0, tp=0, ts=0, x0=870269555, x1=296114476
P2, tp=0, ts=0, x0=284711236
P1, tp=0, ts=0, x0=741139708
P1, tp=0, ts=0, x0=256810040
P0, tp=0, ts=0, x0=377301598, x1=351151922
P2, tp=0, ts=0, x0=21954831
P2, tp=0, ts=0, x0=228331474
P3, tp=0, ts=0, x0=890378106
P2, tp=0, ts=0, x0=18709334
P1, tp=0, ts=0, x0=351151922
P0, tp=0, ts=0, x0=941288943, x1=441507786
P0, tp=0, ts=0, x0=78200211, x1=961497110
P1, tp=0, ts=0, x0=73269769
P1, tp=0, ts=0, x0=328515787
P0, tp=0, ts=0, x0=724120811, x1=296114476
P1, tp=0, ts=0, x0=131587651
P1, tp=0, ts=0, x0=926246428
P2, tp=0, ts=0, x0=541053556
P1, tp=0, ts=0, x0=941288943
P2, tp=0, ts=0, x0=762707131
P2, tp=0, ts=0, x0=167890645
P0, tp=0, ts=0, x0=941288943, x1=686995935
P3, tp=0, ts=0, x0=774389284
P1, tp=0, ts=0, x0=131587651
P1, tp=0, ts=0, x0=398563200
P0, tp=0, ts=0, x0=689547709, x1=604689031
P1, tp=0, ts=0, x0=485979946
P2, tp=0, ts=0, x0=666082975
P1, tp=0, ts=0, x0=386218870
P1, tp=0, ts=0, x0=762707131
P2, tp=0, ts=0, x0=535982850
P2, tp=0, ts=0, x0=24488068
P3, tp=0, ts=0, x0=10932329
P1, tp=0, ts=0, x0=943366250
P2, tp=0, ts=0, x0=961574958
P1, tp=0, ts=0, x0=118069191
P0, tp=0, ts=0, x0=344961728, x1=228331474
P0, tp=0, ts=0, x0=541053556, x1=592957960
P2, tp=0, ts=0, x0=398563200
P1, tp=0, ts=0, x0=551152087
P3, tp=0, ts=0, x0=554859708
P1, tp=0, ts=0, x0=592957960
P2, tp=0, ts=0, x0=870269555
P1, tp=0, ts=0, x0=319722498
P2, tp=0, ts=0, x0=10932329
P3, tp=0, ts=0, x0=465808655
P3, tp=0, ts=0, x0=562309088
P1, tp=0, ts=0, x0=132139073
P2, tp=0, ts=0, x0=345522830
P0, tp=0, ts=0, x0=220272179, x1=213248825
P0, tp=0, ts=0, x0=298920788, x1=118069191
P2, tp=0, ts=0, x0=855472932
P1, tp=0, ts=0, x0=569872521
P2, tp=0, ts=0, x0=441507786
P2, tp=0, ts=0, x0=912462831
P2, tp=0, ts=0, x0=961497110
P2, tp=0, ts=0, x0=569872521
P2, tp=0, ts=0, x0=192577637
P0, tp=0, ts=0, x0=344961728, x1=926246428
P3, tp=0, ts=0, x0=228331474
P2, tp=0, ts=0, x0=220272179
P3, tp=0, ts=0, x0=562309088
P3, tp=0, ts=0, x0=961497110
P3, tp=0, ts=0, x0=228331474
P2, tp=0, ts=0, x0=228331474
P1, tp=0, ts=0, x0=787912728
P2, tp=0, ts=0, x0=10932329
P3, tp=0, ts=0, x0=355617325
P2, tp=0, ts=0, x0=123410650
P0, tp=0, ts=0, x0=133988455, x1=828462232
P0, tp=0, ts=0, x0=941288943, x1=602614663
P3, tp=0, ts=0, x0=196980072
P1, tp=0, ts=0, x0=535982850
P1, tp=0, ts=0, x0=905226255
P0, tp=0, ts=0, x0=377301598, x1=377301598
P2, tp=0, ts=0, x0=569872521
P2, tp=0, ts=0, x0=118766102
P1, tp=0, ts=0, x0=810563610
P3, tp=0, ts=0, x0=373321178
P0, tp=0, ts=0, x0=602614663, x1=554859708
P0, tp=0, ts=0, x0=782304503, x1=32148220
P3, tp=0, ts=0, x0=485979946
P0, tp=0, ts=0, x0=663396134, x1=604747115
P2, tp=0, ts=0, x0=146765615
P0, tp=0, ts=0, x0=782304503, x1=351151922
P1, tp=0, ts=0, x0=213248825
P1, tp=0, ts=0, x0=602614663
P1, tp=0, ts=0, x0=485979946
P3, tp=0, ts=0, x0=606967315
P3, tp=0, ts=0, x0=22312927
P2, tp=0, ts=0, x0=890378106
P1, tp=0, ts=0, x0=263078228
P2, tp=0, ts=0, x0=107019939
P3, tp=0, ts=0, x0=167890645
P3, tp=0, ts=0, x0=456228543
P2, tp=0, ts=0, x0=759454589
P1, tp=0, ts=0, x0=18709334
P2, tp=0, ts=0, x0=73269769
P3, tp=0, ts=0, x0=192577637
P0, tp=0, ts=0, x0=192577637, x1=228331474
P3, tp=0, ts=0, x0=551152087
P1, tp=0, ts=0, x0=251229450
P2, tp=0, ts=0, x0=377301598
P1, tp=0, ts=0, x0=251229450
P1, tp=0, ts=0, x0=871032537
P3, tp=0, ts=0, x0=131587651
P0, tp=0, ts=0, x0=132139073, x1=912462831
P3, tp=0, ts=0, x0=912462831
P1, tp=0, ts=0, x0=192577637
P3, tp=0, ts=0, x0=228331474
P0, tp=0, ts=0, x0=871032537, x1=251229450
P2, tp=0, ts=0, x0=602614663
P3, tp=0, ts=0, x0=837177356
P3, tp=0, ts=0, x0=355617325
P0, tp=0, ts=0, x0=377301598, x1=606967315
P0, tp=0, ts=0, x0=226070484, x1=870269555
P0, tp=0, ts=0, x0=831579120, x1=870269555
P1, tp=0, ts=0, x0=373321178
P0, tp=0, ts=0, x0=642553759, x1=961574958
P1, tp=0, ts=0, x0=855472932
P1, tp=0, ts=0, x0=741139708
P0, tp=0, ts=0, x0=344961728, x1=943366250
P2, tp=0, ts=0, x0=251229450
P1, tp=0, ts=0, x0=344961728
P3, tp=0, ts=0, x0=256810040
P3, tp=0, ts=0, x0=774389284
P3, tp=0, ts=0, x0=828462232
P1, tp=0, ts=0, x0=535982850
P1, tp=0, ts=0, x0=196980072
P0, tp=0, ts=0, x0=167890645, x1=961574958
P2, tp=0, ts=0, x0=351151922
P0, tp=0, ts=0, x0=131587651, x1=604689031
P2, tp=0, ts=0, x0=890378106
P2, tp=0, ts=0, x0=740071110
P3, tp=0, ts=0, x0=256810040
P0, tp=0, ts=0, x0=18709334, x1=843943083
P1, tp=0, ts=0, x0=132139073
P3, tp=0, ts=0, x0=78200211
P2, tp=0, ts=0, x0=441507786
P0, tp=0, ts=0, x0=215333375, x1=837177356
P1, tp=0, ts=0, x0=118766102
P3, tp=0, ts=0, x0=855472932
P2, tp=0, ts=0, x0=569872521
P2, tp=0, ts=0, x0=36062873
P1, tp=0, ts=0, x0=441507786
P2, tp=0, ts=0, x0=810563610
P3, tp=0, ts=0, x0=398563200
P3, tp=0, ts=0, x0=402685836
P0, tp=0, ts=0, x0=377301598, x1=583930965
P3, tp=0, ts=0, x0=787912728
P0, tp=0, ts=0, x0=355617325, x1=689547709
P2, tp=0, ts=0, x0=21954831
P3, tp=0, ts=0, x0=541053556
P3, tp=0, ts=0, x0=351151922
P0, tp=0, ts=0, x0=55280525, x1=710125852
P1, tp=0, ts=0, x0=551152087
P1, tp=0, ts=0, x0=192577637
P2, tp=0, ts=0, x0=474765026
P2, tp=0, ts=0, x0=22312927
P1, tp=0, ts=0, x0=992440819
P3, tp=0, ts=0, x0=562309088
P0, tp=0, ts=0, x0=36012099, x1=251229450
P0, tp=0, ts=0, x0=762707131, x1=263078228
P1, tp=0, ts=0, x0=926246428
P3, tp=0, ts=0, x0=10932329
P0, tp=0, ts=0, x0=606967315, x1=123410650
P2, tp=0, ts=0, x0=132139073
P3, tp=0, ts=0, x0=213248825
P3, tp=0, ts=0, x0=178976603
P1, tp=0, ts=0, x0=551152087
P0, tp=0, ts=0, x0=837177356, x1=485979946
P1, tp=0, ts=0, x0=107197177
P3, tp=0, ts=0, x0=241400894
P3, tp=0, ts=0, x0=926246428
P3, tp=0, ts=0, x0=178976603
P3, tp=0, ts=0, x0=912462831
P1, tp=0, ts=0, x0=215333375
P3, tp=0, ts=0, x0=542030928
P3, tp=0, ts=0, x0=535982850
P3, tp=0, ts=0, x0=717965844
P3, tp=0, ts=0, x0=592957960
P3, tp=0, ts=0, x0=192577637
P1, tp=0, ts=0, x0=855472932
P1, tp=0, ts=0, x0=123410650
P1, tp=0, ts=0, x0=943366250
P1, tp=0, ts=0, x0=118682444
P0, tp=0, ts=0, x0=831579120, x1=18709334
P0, tp=0, ts=0, x0=686995935, x1=133988455
P1, tp=0, ts=0, x0=542030928
P0, tp=0, ts=0, x0=762707131, x1=263078228
P2, tp=0, ts=0, x0=377301598
P2, tp=0, ts=0, x0=505935050
P2, tp=0, ts=0, x0=663396134
P0, tp=0, ts=0, x0=837177356, x1=345522830
P0, tp=0, ts=0, x0=881352907, x1=398563200
P2, tp=0, ts=0, x0=146765615
P2, tp=0, ts=0, x0=828462232
P2, tp=0, ts=0, x0=107019939
P3, tp=0, ts=0, x0=342986875
P3, tp=0, ts=0, x0=542030928
P0, tp=0, ts=0, x0=837177356, x1=961497110
P1, tp=0, ts=0, x0=850236109
P0, tp=0, ts=0, x0=33059026, x1=208602126
P2, tp=0, ts=0, x0=740071110
P2, tp=0, ts=0, x0=123410650
P0, tp=0, ts=0, x0=505935050, x1=45158346
P3, tp=0, ts=0, x0=251229450
P2, tp=0, ts=0, x0=604747115
P3, tp=0, ts=0, x0=72765936
P2, tp=0, ts=0, x0=136297361
P0, tp=0, ts=0, x0=441507786, x1=465808655
P3, tp=0, ts=0, x0=1760702
P2, tp=0, ts=0, x0=319722498
P2, tp=0, ts=0, x0=134457235
P1, tp=0, ts=0, x0=905226255
P3, tp=0, ts=0, x0=831579120
P1, tp=0, ts=0, x0=215333375
P3, tp=0, ts=0, x0=123410650
P2, tp=0, ts=0, x0=901893964
P0, tp=0, ts=0, x0=474765026, x1=215333375
P1, tp=0, ts=0, x0=686995935
P3, tp=0, ts=0, x0=961574958
P3, tp=0, ts=0, x0=710125852
P0, tp=0, ts=0, x0=828462232, x1=604689031
P2, tp=0, ts=0, x0=551152087
P2, tp=0, ts=0, x0=398563200
P3, tp=0, ts=0, x0=118069191
P1, tp=0, ts=0, x0=118682444
P0, tp=0, ts=0, x0=843943083, x1=901893964
P2, tp=0, ts=0, x0=441507786
P2, tp=0, ts=0, x0=961574958
P3, tp=0, ts=0, x0=741139708
P0, tp=0, ts=0, x0=220272179, x1=133988455
P3, tp=0, ts=0, x0=822765760
P1, tp=0, ts=0, x0=583930965
P1, tp=0, ts=0, x0=850236109
P2, tp=0, ts=0, x0=762707131
P1, tp=0, ts=0, x0=961574958
P0, tp=0, ts=0, x0=133988455, x1=183452338
P1, tp=0, ts=0, x0=45158346
P0, tp=0, ts=0, x0=107019939, x1=107019939
P3, tp=0, ts=0, x0=843943083
P3, tp=0, ts=0, x0=535982850
P2, tp=0, ts=0, x0=133988455
P1, tp=0, ts=0, x0=738312471
P1, tp=0, ts=0, x0=226070484
P3, tp=0, ts=0, x0=992440819
P2, tp=0, ts=0, x0=689547709
P2, tp=0, ts=0, x0=183452338
P1, tp=0, ts=0, x0=351151922
P1, tp=0, ts=0, x0=46411667
P0, tp=0, ts=0, x0=22312927, x1=351151922
P1, tp=0, ts=0, x0=583930965
P1, tp=0, ts=0, x0=146765615
P0, tp=0, ts=0, x0=738312471, x1=33059026
P2, tp=0, ts=0, x0=881352907
P2, tp=0, ts=0, x0=241400894
P2, tp=0, ts=0, x0=992440819
P0, tp=0, ts=0, x0=72765936, x1=741139708
P1, tp=0, ts=0, x0=855472932
P3, tp=0, ts=0, x0=762707131
P2, tp=0, ts=0, x0=226070484
P3, tp=0, ts=0, x0=881352907
P0, tp=0, ts=0, x0=133988455, x1=738312471
P1, tp=0, ts=0, x0=134457235
P0, tp=0, ts=0, x0=118766102, x1=828462232
P0, tp=0, ts=0, x0=871032537, x1=926246428
P0, tp=0, ts=0, x0=870342687, x1=689547709
P1, tp=0, ts=0, x0=505935050
P2, tp=0, ts=0, x0=641299034
P3, tp=0, ts=0, x0=5126561
P3, tp=0, ts=0, x0=890378106
P2, tp=0, ts=0, x0=36062873
P3, tp=0, ts=0, x0=566803861
P3, tp=0, ts=0, x0=118682444
P2, tp=0, ts=0, x0=52165155
P0, tp=0, ts=0, x0=583468608, x1=284711236
P3, tp=0, ts=0, x0=641299034
P3, tp=0, ts=0, x0=961497110
P3, tp=0, ts=0, x0=52165155
P0, tp=0, ts=0, x0=72765936, x1=163395779
P2, tp=0, ts=0, x0=741139708
P1, tp=0, ts=0, x0=663396134
P0, tp=0, ts=0, x0=566259317, x1=118682444
P1, tp=0, ts=0, x0=18709334
P2, tp=0, ts=0, x0=251229450
P3, tp=0, ts=0, x0=787912728
P2, tp=0, ts=0, x0=351151922
P3, tp=0, ts=0, x0=541053556
P2, tp=0, ts=0, x0=641299034
P1, tp=0, ts=0, x0=831579120
P0, tp=0, ts=0, x0=251229450, x1=562309088
P1, tp=0, ts=0, x0=535982850
P2, tp=0, ts=0, x0=105778896
P3, tp=0, ts=0, x0=512398701
P1, tp=0, ts=0, x0=344961728
P2, tp=0, ts=0, x0=505935050
P1, tp=0, ts=0, x0=512398701
P3, tp=0, ts=0, x0=208602126
P0, tp=0, ts=0, x0=843943083, x1=542030928
P0, tp=0, ts=0, x0=828462232, x1=554859708
P1, tp=0, ts=0, x0=890378106
P1, tp=0, ts=0, x0=196980072
P2, tp=0, ts=0, x0=22312927
P1, tp=0, ts=0, x0=961497110
P2, tp=0, ts=0, x0=465808655
P2, tp=0, ts=0, x0=52165155
P2, tp=0, ts=0, x0=666082975
P1, tp=0, ts=0, x0=228331474
P0, tp=0, ts=0, x0=592957960, x1=213248825
P2, tp=0, ts=0, x0=1760702
P0, tp=0, ts=0, x0=402685836, x1=241400894
P2, tp=0, ts=0, x0=118069191
P3, tp=0, ts=0, x0=384243421
P0, tp=0, ts=0, x0=870342687, x1=890378106
P1, tp=0, ts=0, x0=45158346
P2, tp=0, ts=0, x0=604747115
P1, tp=0, ts=0, x0=871032537
P3, tp=0, ts=0, x0=269226724
P0, tp=0, ts=0, x0=228331474, x1=870342687
P2, tp=0, ts=0, x0=21954831
P2, tp=0, ts=0, x0=890378106
P3, tp=0, ts=0, x0=542030928
P1, tp=0, ts=0, x0=554859708
P3, tp=0, ts=0, x0=566803861
P1, tp=0, ts=0, x0=45158346
P1, tp=0, ts=0, x0=213248825
P3, tp=0, ts=0, x0=136297361
P3, tp=0, ts=0, x0=666082975
P1, tp=0, ts=0, x0=345522830
P0, tp=0, ts=0, x0=429566986, x1=541053556
P2, tp=0, ts=0, x0=465808655
P3, tp=0, ts=0, x0=583930965
P1, tp=0, ts=0, x0=73269769
P2, tp=0, ts=0, x0=290477442
P1, tp=0, ts=0, x0=105778896
P2, tp=0, ts=0, x0=774389284
P0, tp=0, ts=0, x0=271306927, x1=402685836
P2, tp=0, ts=0, x0=127300202
P2, tp=0, ts=0, x0=271306927
P3, tp=0, ts=0, x0=284711236
P0, tp=0, ts=0, x0=855472932, x1=774389284
P2, tp=0, ts=0, x0=436134506
P3, tp=0, ts=0, x0=474765026
P2, tp=0, ts=0, x0=123410650
P0, tp=0, ts=0, x0=136297361, x1=890378106
P3, tp=0, ts=0, x0=566803861
P3, tp=0, ts=0, x0=456228543
P3, tp=0, ts=0, x0=73269769
P2, tp=0, ts=0, x0=118682444
P3, tp=0, ts=0, x0=436134506
P3, tp=0, ts=0, x0=344961728
P2, tp=0, ts=0, x0=738312471
P3, tp=0, ts=0, x0=133988455
P1, tp=0, ts=0, x0=837177356
P3, tp=0, ts=0, x0=319722498
P2, tp=0, ts=0, x0=251229450
P0, tp=0, ts=0, x0=319664557, x1=183126695
P1, tp=0, ts=0, x0=298920788
P1, tp=0, ts=0, x0=293190843
P0, tp=0, ts=0, x0=131587651, x1=689547709
P1, tp=0, ts=0, x0=213248825
P3, tp=0, ts=0, x0=271306927
P3, tp=0, ts=0, x0=774389284
P0, tp=0, ts=0, x0=554859708, x1=831579120
P0, tp=0, ts=0, x0=155662315, x1=384243421
P2, tp=0, ts=0, x0=774389284
P0, tp=0, ts=0, x0=717965844, x1=296114476
P0, tp=0, ts=0, x0=709755030, x1=377301598
P0, tp=0, ts=0, x0=251229450, x1=118766102
P3, tp=0, ts=0, x0=251229450
P3, tp=0, ts=0, x0=105778896
P2, tp=0, ts=0, x0=831623960
P0, tp=0, ts=0, x0=208602126, x1=961497110
P2, tp=0, ts=0, x0=871032537
P0, tp=0, ts=0, x0=5126561, x1=345522830
P3, tp=0, ts=0, x0=271306927
P0, tp=0, ts=0, x0=33059026, x1=512398701
P0, tp=0, ts=0, x0=351151922, x1=828462232
P1, tp=0, ts=0, x0=167890645
P3, tp=0, ts=0, x0=717965844
P1, tp=0, ts=0, x0=837177356
P3, tp=0, ts=0, x0=215333375
P0, tp=0, ts=0, x0=686995935, x1=465808655
P3, tp=0, ts=0, x0=456228543
P3, tp=0, ts=0, x0=831579120
P0, tp=0, ts=0, x0=167890645, x1=33059026
P2, tp=0, ts=0, x0=505935050
P0, tp=0, ts=0, x0=474765026, x1=183452338
P2, tp=0, ts=0, x0=293190843
P2, tp=0, ts=0, x0=344961728
P2, tp=0, ts=0, x0=831579120
P1, tp=0, ts=0, x0=604689031
P3, tp=0, ts=0, x0=123410650
